neighbourhood,price,room_type,iqr_lower_bound,iqr_median_price,iqr_upper_bound
Vadhana,650,Hotel room,365.0,1600.0,5273.375
Ratchathewi,1150,Entire home/apt,500.0,1608.0,4112.5
Phaya Thai,1905,Entire home/apt,374.0,1471.5,3298.625
Khlong Toei,1000,Private room,360.0,1275.0,3650.0
Khlong San,1450,Entire home/apt,450.0,1305.0,2978.875
Din Daeng,1200,Entire home/apt,363.0,1269.0,3201.0
Bang Rak,1500,Entire home/apt,598.0,1874.0,6097.5
Bang Na,799,Entire home/apt,350.0,950.0,2189.75
Bang Sue,866,Entire home/apt,386.0,840.0,1721.75
Phasi Charoen,825,Entire home/apt,346.0,1000.0,2279.0
Pra Wet,1200,Entire home/apt,407.0,1121.5,2586.0
Sathon,593,Entire home/apt,350.0,1350.0,3257.5
Phra Nakhon,496,Shared room,360.0,550.0,664.0
Khlong San,500,Entire home/apt,450.0,1305.0,2978.875
Parthum Wan,2000,Private room,350.0,1800.0,4408.25
Chatu Chak,1100,Private room,315.0,1100.0,2775.0
Parthum Wan,4258,Entire home/apt,510.0,2000.0,5325.75
Parthum Wan,3500,Entire home/apt,510.0,2000.0,5325.75
Chatu Chak,1860,Entire home/apt,350.0,1039.0,2856.25
Pra Wet,699,Private room,334.0,899.5,2756.25
Yan na wa,1500,Entire home/apt,400.0,1500.0,3942.625
Vadhana,2000,Private room,350.0,1500.0,4015.0
Bang Na,2078,Entire home/apt,350.0,950.0,2189.75
Vadhana,1682,Private room,350.0,1500.0,4015.0
Vadhana,3500,Private room,350.0,1500.0,4015.0
Vadhana,3500,Private room,350.0,1500.0,4015.0
Sathon,1450,Entire home/apt,350.0,1350.0,3257.5
Sathon,1450,Entire home/apt,350.0,1350.0,3257.5
Suanluang,670,Entire home/apt,350.0,1000.0,2558.25
Don Mueang,2000,Entire home/apt,450.0,1200.0,4101.625
Phaya Thai,1659,Entire home/apt,374.0,1471.5,3298.625
Chatu Chak,1057,Entire home/apt,350.0,1039.0,2856.25
Suanluang,1385,Private room,354.0,950.0,2169.0
Phra Nakhon,1717,Private room,392.0,1250.0,3198.0
Phra Khanong,1080,Private room,350.0,1000.0,2845.0
Vadhana,3000,Entire home/apt,350.0,1800.0,4300.0
Chatu Chak,1000,Private room,315.0,1100.0,2775.0
Vadhana,2220,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,1590,Entire home/apt,500.0,1608.0,4112.5
Phaya Thai,1650,Entire home/apt,374.0,1471.5,3298.625
Huai Khwang,1150,Entire home/apt,443.0,1300.0,3000.0
Vadhana,2147,Entire home/apt,350.0,1800.0,4300.0
Khlong San,330,Shared room,330.0,440.0,1701.25
Saphan Sung,370,Entire home/apt,370.0,1600.0,5018.75
Phra Khanong,1200,Entire home/apt,337.0,999.0,2585.0
Bang Phlat,1093,Private room,346.0,817.5,1850.0
Lat Phrao,900,Private room,350.0,900.0,2019.0
Bang Rak,1900,Private room,360.0,1500.0,4286.0
Chom Thong,600,Entire home/apt,380.0,1290.0,3005.75
Bang Rak,2212,Entire home/apt,598.0,1874.0,6097.5
Khlong Sam Wa,1044,Private room,350.0,922.0,4862.5
Din Daeng,800,Private room,363.0,950.0,2700.0
Vadhana,1385,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1209,Shared room,350.0,560.0,1762.5
Sathon,5818,Entire home/apt,350.0,1350.0,3257.5
Suanluang,900,Private room,354.0,950.0,2169.0
Thon buri,1500,Private room,350.0,1001.0,3138.625
Yan na wa,1208,Entire home/apt,400.0,1500.0,3942.625
Bang Khen,866,Entire home/apt,400.0,884.0,2670.0
Phra Khanong,2424,Entire home/apt,337.0,999.0,2585.0
Suanluang,1662,Entire home/apt,350.0,1000.0,2558.25
Parthum Wan,4848,Entire home/apt,510.0,2000.0,5325.75
Khlong Toei,4871,Private room,360.0,1275.0,3650.0
Khlong Toei,4871,Private room,360.0,1275.0,3650.0
Khlong Toei,990,Entire home/apt,332.0,1600.0,3447.5
Bang Rak,1500,Entire home/apt,598.0,1874.0,6097.5
Vadhana,1800,Private room,350.0,1500.0,4015.0
Phra Nakhon,481,Shared room,360.0,550.0,664.0
Bang Rak,700,Private room,360.0,1500.0,4286.0
Bang Phlat,800,Private room,346.0,817.5,1850.0
Chatu Chak,650,Private room,315.0,1100.0,2775.0
Phaya Thai,5614,Private room,399.0,1285.5,3459.125
Phra Khanong,693,Private room,350.0,1000.0,2845.0
Phra Nakhon,599,Shared room,360.0,550.0,664.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Vadhana,1250,Entire home/apt,350.0,1800.0,4300.0
Khlong San,1310,Entire home/apt,450.0,1305.0,2978.875
Ratchathewi,1143,Entire home/apt,500.0,1608.0,4112.5
Ratchathewi,970,Shared room,320.0,460.0,650.0
Ratchathewi,381,Shared room,320.0,460.0,650.0
Phaya Thai,2500,Entire home/apt,374.0,1471.5,3298.625
Parthum Wan,3271,Entire home/apt,510.0,2000.0,5325.75
Ratchathewi,450,Shared room,320.0,460.0,650.0
Ratchathewi,346,Shared room,320.0,460.0,650.0
Ratchathewi,416,Shared room,320.0,460.0,650.0
Sathon,1157,Entire home/apt,350.0,1350.0,3257.5
Khlong San,1500,Private room,350.0,1156.5,3300.0
Khlong San,1800,Private room,350.0,1156.5,3300.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Khlong San,1800,Private room,350.0,1156.5,3300.0
Suanluang,2200,Entire home/apt,350.0,1000.0,2558.25
Sai Mai,3117,Entire home/apt,350.0,2000.0,6747.0
Khlong San,1136,Entire home/apt,450.0,1305.0,2978.875
Bangkok Noi,890,Private room,300.0,900.0,2301.375
Sathon,3500,Entire home/apt,350.0,1350.0,3257.5
Bangkok Noi,590,Private room,300.0,900.0,2301.375
Phra Khanong,2300,Entire home/apt,337.0,999.0,2585.0
Min Buri,1558,Entire home/apt,690.0,1350.0,3825.0
Bang Phlat,650,Entire home/apt,400.0,884.0,2913.25
Parthum Wan,1943,Private room,350.0,1800.0,4408.25
Din Daeng,1200,Private room,363.0,950.0,2700.0
Khlong Toei,650,Entire home/apt,332.0,1600.0,3447.5
Chom Thong,700,Private room,400.0,980.0,2244.75
Phasi Charoen,1200,Private room,278.0,839.0,1993.125
Sathon,750,Entire home/apt,350.0,1350.0,3257.5
Huai Khwang,2736,Entire home/apt,443.0,1300.0,3000.0
Pra Wet,1039,Entire home/apt,407.0,1121.5,2586.0
Bang Na,1300,Entire home/apt,350.0,950.0,2189.75
Thon buri,1212,Entire home/apt,348.0,1112.0,2203.0
Khlong Toei,949,Entire home/apt,332.0,1600.0,3447.5
Phaya Thai,2701,Entire home/apt,374.0,1471.5,3298.625
Huai Khwang,3120,Entire home/apt,443.0,1300.0,3000.0
Sathon,6788,Entire home/apt,350.0,1350.0,3257.5
Don Mueang,500,Private room,346.0,800.0,1581.25
Parthum Wan,1986,Private room,350.0,1800.0,4408.25
Bang Kapi,658,Entire home/apt,346.0,860.0,2487.5
Sathon,827,Entire home/apt,350.0,1350.0,3257.5
Bang Phlat,2078,Entire home/apt,400.0,884.0,2913.25
Ratchathewi,1657,Entire home/apt,500.0,1608.0,4112.5
Parthum Wan,1700,Private room,350.0,1800.0,4408.25
Bang Phlat,1200,Private room,346.0,817.5,1850.0
Bang Rak,1200,Private room,360.0,1500.0,4286.0
Bang Rak,1643,Private room,360.0,1500.0,4286.0
Lat Krabang,1329,Entire home/apt,650.0,1219.0,3470.25
Khlong San,850,Private room,350.0,1156.5,3300.0
Ratchathewi,1300,Entire home/apt,500.0,1608.0,4112.5
Sathon,850,Entire home/apt,350.0,1350.0,3257.5
Sathon,399,Private room,353.0,1199.0,2602.5
Parthum Wan,1729,Private room,350.0,1800.0,4408.25
Vadhana,1534,Entire home/apt,350.0,1800.0,4300.0
Saphan Sung,430,Private room,350.0,750.0,1468.5
Khlong Toei,950,Entire home/apt,332.0,1600.0,3447.5
Huai Khwang,617,Entire home/apt,443.0,1300.0,3000.0
Bangkok Noi,999,Entire home/apt,350.0,825.0,2361.25
Thon buri,1330,Entire home/apt,348.0,1112.0,2203.0
Suanluang,850,Private room,354.0,950.0,2169.0
Samphanthawong,1000,Private room,590.0,1478.5,3366.625
Samphanthawong,1000,Private room,590.0,1478.5,3366.625
Samphanthawong,1446,Private room,590.0,1478.5,3366.625
Chatu Chak,800,Entire home/apt,350.0,1039.0,2856.25
Yan na wa,1438,Entire home/apt,400.0,1500.0,3942.625
Sathon,3587,Entire home/apt,350.0,1350.0,3257.5
Suanluang,3000,Entire home/apt,350.0,1000.0,2558.25
Bangkok Noi,850,Private room,300.0,900.0,2301.375
Vadhana,6892,Entire home/apt,350.0,1800.0,4300.0
Ratchathewi,5000,Shared room,320.0,460.0,650.0
Chatu Chak,900,Entire home/apt,350.0,1039.0,2856.25
Phra Khanong,3500,Entire home/apt,337.0,999.0,2585.0
Bangkok Noi,850,Private room,300.0,900.0,2301.375
Bang Rak,1000,Private room,360.0,1500.0,4286.0
Ratchathewi,450,Shared room,320.0,460.0,650.0
Ratchathewi,416,Shared room,320.0,460.0,650.0
Ratchathewi,346,Shared room,320.0,460.0,650.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Khlong San,900,Entire home/apt,450.0,1305.0,2978.875
Ratchathewi,1500,Entire home/apt,500.0,1608.0,4112.5
Phra Nakhon,1980,Hotel room,318.0,985.0,4786.375
Vadhana,600,Private room,350.0,1500.0,4015.0
Chatu Chak,1400,Entire home/apt,350.0,1039.0,2856.25
Don Mueang,790,Private room,346.0,800.0,1581.25
Pra Wet,3500,Entire home/apt,407.0,1121.5,2586.0
Thon buri,3340,Entire home/apt,348.0,1112.0,2203.0
Vadhana,6000,Private room,350.0,1500.0,4015.0
Pom Prap Sattru Phai,2200,Entire home/apt,800.0,1043.0,4076.5
Vadhana,2000,Private room,350.0,1500.0,4015.0
Chatu Chak,800,Entire home/apt,350.0,1039.0,2856.25
Khlong San,3390,Entire home/apt,450.0,1305.0,2978.875
Phra Nakhon,797,Shared room,360.0,550.0,664.0
Phra Nakhon,714,Shared room,360.0,550.0,664.0
Phra Nakhon,786,Shared room,360.0,550.0,664.0
Huai Khwang,2500,Private room,350.0,1108.0,3605.0
Rat Burana,525,Entire home/apt,525.0,1019.5,2773.125
Chatu Chak,2200,Private room,315.0,1100.0,2775.0
Bang Rak,1900,Entire home/apt,598.0,1874.0,6097.5
Bang Kho laen,3000,Private room,566.0,1250.0,3885.5
Khlong San,2471,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,1106,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,590,Private room,360.0,1275.0,3650.0
Phasi Charoen,1250,Private room,278.0,839.0,1993.125
Bang Sue,979,Private room,346.0,1000.0,2311.25
Suanluang,1200,Entire home/apt,350.0,1000.0,2558.25
Saphan Sung,3500,Entire home/apt,370.0,1600.0,5018.75
Phasi Charoen,3117,Entire home/apt,346.0,1000.0,2279.0
Bang Rak,1800,Private room,360.0,1500.0,4286.0
Khlong Toei,4850,Entire home/apt,332.0,1600.0,3447.5
Vadhana,1800,Private room,350.0,1500.0,4015.0
Phra Khanong,1214,Entire home/apt,337.0,999.0,2585.0
Ratchathewi,1500,Entire home/apt,500.0,1608.0,4112.5
Lak Si,850,Private room,350.0,800.0,1737.5
Bang Na,2424,Entire home/apt,350.0,950.0,2189.75
Suanluang,1600,Entire home/apt,350.0,1000.0,2558.25
Khlong Toei,866,Private room,360.0,1275.0,3650.0
Vadhana,390,Shared room,350.0,565.0,1575.0
Khlong San,690,Private room,350.0,1156.5,3300.0
Bang Kho laen,674,Entire home/apt,499.0,1039.0,3215.0
Sathon,4329,Entire home/apt,350.0,1350.0,3257.5
Phasi Charoen,1385,Private room,278.0,839.0,1993.125
Khlong Toei,1300,Entire home/apt,332.0,1600.0,3447.5
Vadhana,565,Shared room,350.0,565.0,1575.0
Vadhana,565,Shared room,350.0,565.0,1575.0
Vadhana,390,Shared room,350.0,565.0,1575.0
Phaya Thai,1300,Entire home/apt,374.0,1471.5,3298.625
Suanluang,800,Private room,354.0,950.0,2169.0
Phra Khanong,525,Private room,350.0,1000.0,2845.0
Bang Rak,2100,Private room,360.0,1500.0,4286.0
Bang Rak,1800,Private room,360.0,1500.0,4286.0
Bang Rak,1836,Private room,360.0,1500.0,4286.0
Bang Rak,2686,Private room,360.0,1500.0,4286.0
Vadhana,1888,Entire home/apt,350.0,1800.0,4300.0
Bang Kapi,809,Entire home/apt,346.0,860.0,2487.5
Phra Khanong,929,Entire home/apt,337.0,999.0,2585.0
Phasi Charoen,1071,Private room,278.0,839.0,1993.125
Vadhana,986,Entire home/apt,350.0,1800.0,4300.0
Sathon,1200,Entire home/apt,350.0,1350.0,3257.5
Pom Prap Sattru Phai,2200,Entire home/apt,800.0,1043.0,4076.5
Pom Prap Sattru Phai,2200,Entire home/apt,800.0,1043.0,4076.5
Yan na wa,4500,Entire home/apt,400.0,1500.0,3942.625
Phra Khanong,3000,Private room,350.0,1000.0,2845.0
Chatu Chak,1732,Entire home/apt,350.0,1039.0,2856.25
Bang Kho laen,1430,Private room,566.0,1250.0,3885.5
Pra Wet,693,Entire home/apt,407.0,1121.5,2586.0
Bang Kapi,800,Private room,350.0,950.0,3175.0
Bang Kho laen,1200,Private room,566.0,1250.0,3885.5
Phra Khanong,550,Entire home/apt,337.0,999.0,2585.0
Phasi Charoen,1500,Entire home/apt,346.0,1000.0,2279.0
Khlong Toei,1004,Private room,360.0,1275.0,3650.0
Ratchathewi,1385,Entire home/apt,500.0,1608.0,4112.5
Parthum Wan,1600,Entire home/apt,510.0,2000.0,5325.75
Khlong Toei,2400,Entire home/apt,332.0,1600.0,3447.5
Thon buri,935,Entire home/apt,348.0,1112.0,2203.0
Bang Kapi,1212,Private room,350.0,950.0,3175.0
Phaya Thai,1500,Private room,399.0,1285.5,3459.125
Phra Khanong,600,Private room,350.0,1000.0,2845.0
Phra Nakhon,847,Private room,392.0,1250.0,3198.0
Phra Nakhon,1250,Private room,392.0,1250.0,3198.0
Phra Nakhon,871,Private room,392.0,1250.0,3198.0
Suanluang,5000,Entire home/apt,350.0,1000.0,2558.25
Vadhana,2000,Private room,350.0,1500.0,4015.0
Phaya Thai,1212,Private room,399.0,1285.5,3459.125
Sathon,1943,Entire home/apt,350.0,1350.0,3257.5
Vadhana,1200,Entire home/apt,350.0,1800.0,4300.0
Khlong Toei,1311,Entire home/apt,332.0,1600.0,3447.5
Bang Rak,957,Entire home/apt,598.0,1874.0,6097.5
Bang Khen,1500,Entire home/apt,400.0,884.0,2670.0
Bangkok Noi,797,Private room,300.0,900.0,2301.375
Rat Burana,1050,Private room,350.0,775.0,2425.125
Khlong Toei,3347,Entire home/apt,332.0,1600.0,3447.5
Bang Na,1300,Private room,330.0,1037.0,2550.0
Ratchathewi,2007,Entire home/apt,500.0,1608.0,4112.5
Phaya Thai,650,Shared room,360.0,650.0,1025.0
Phaya Thai,650,Shared room,360.0,650.0,1025.0
Phaya Thai,550,Shared room,360.0,650.0,1025.0
Khlong San,1500,Private room,350.0,1156.5,3300.0
Bang Rak,3500,Private room,360.0,1500.0,4286.0
Vadhana,1662,Entire home/apt,350.0,1800.0,4300.0
Chatu Chak,1500,Private room,315.0,1100.0,2775.0
Khlong San,330,Shared room,330.0,440.0,1701.25
Phra Nakhon,802,Shared room,360.0,550.0,664.0
Vadhana,1499,Private room,350.0,1500.0,4015.0
Parthum Wan,1212,Entire home/apt,510.0,2000.0,5325.75
Bangkok Noi,2500,Entire home/apt,350.0,825.0,2361.25
Phasi Charoen,600,Shared room,600.0,600.0,600.0
Phasi Charoen,1400,Private room,278.0,839.0,1993.125
Bang Na,831,Private room,330.0,1037.0,2550.0
Vadhana,2000,Private room,350.0,1500.0,4015.0
Lak Si,400,Private room,350.0,800.0,1737.5
Phra Khanong,900,Private room,350.0,1000.0,2845.0
Phra Khanong,1745,Shared room,305.0,400.0,2028.0
Phra Nakhon,736,Shared room,360.0,550.0,664.0
Bang Rak,1400,Entire home/apt,598.0,1874.0,6097.5
Bang Rak,1600,Entire home/apt,598.0,1874.0,6097.5
Khlong San,800,Private room,350.0,1156.5,3300.0
Din Daeng,3000,Private room,363.0,950.0,2700.0
Phra Khanong,793,Private room,350.0,1000.0,2845.0
Chatu Chak,800,Private room,315.0,1100.0,2775.0
Yan na wa,3000,Entire home/apt,400.0,1500.0,3942.625
Nong Khaem,4000,Entire home/apt,2321.0,3160.5,4839.5
Suanluang,1599,Entire home/apt,350.0,1000.0,2558.25
Bang Kapi,1500,Private room,350.0,950.0,3175.0
Khlong Toei,5400,Entire home/apt,332.0,1600.0,3447.5
Phra Khanong,1619,Private room,350.0,1000.0,2845.0
Lat Krabang,560,Private room,346.0,849.0,2206.25
Sathon,1200,Entire home/apt,350.0,1350.0,3257.5
Bang Rak,1400,Private room,360.0,1500.0,4286.0
Phra Nakhon,1700,Private room,392.0,1250.0,3198.0
Sathon,866,Entire home/apt,350.0,1350.0,3257.5
Lat Krabang,867,Entire home/apt,650.0,1219.0,3470.25
Khlong Toei,1690,Entire home/apt,332.0,1600.0,3447.5
Thon buri,1129,Private room,350.0,1001.0,3138.625
Pom Prap Sattru Phai,2900,Private room,550.0,1751.5,4300.5
Phra Nakhon,1800,Private room,392.0,1250.0,3198.0
Pom Prap Sattru Phai,3200,Private room,550.0,1751.5,4300.5
Huai Khwang,1316,Entire home/apt,443.0,1300.0,3000.0
Bang Na,990,Private room,330.0,1037.0,2550.0
Bang Na,1385,Private room,330.0,1037.0,2550.0
Huai Khwang,990,Private room,350.0,1108.0,3605.0
Parthum Wan,1350,Private room,350.0,1800.0,4408.25
Phaya Thai,1212,Private room,399.0,1285.5,3459.125
Din Daeng,1200,Private room,363.0,950.0,2700.0
Dusit,2000,Private room,346.0,1300.0,2518.75
Phasi Charoen,1143,Private room,278.0,839.0,1993.125
Khlong Toei,4000,Entire home/apt,332.0,1600.0,3447.5
Sathon,1086,Entire home/apt,350.0,1350.0,3257.5
Din Daeng,1200,Private room,363.0,950.0,2700.0
Sathon,686,Entire home/apt,350.0,1350.0,3257.5
Lak Si,750,Private room,350.0,800.0,1737.5
Phra Nakhon,1143,Private room,392.0,1250.0,3198.0
Huai Khwang,550,Private room,350.0,1108.0,3605.0
Pra Wet,1500,Entire home/apt,407.0,1121.5,2586.0
Phra Khanong,1094,Entire home/apt,337.0,999.0,2585.0
Sathon,1500,Entire home/apt,350.0,1350.0,3257.5
Phra Khanong,1050,Entire home/apt,337.0,999.0,2585.0
Phaya Thai,1212,Private room,399.0,1285.5,3459.125
Phra Nakhon,801,Private room,392.0,1250.0,3198.0
Bang Kapi,2000,Entire home/apt,346.0,860.0,2487.5
Phaya Thai,1200,Private room,399.0,1285.5,3459.125
Sathon,1200,Entire home/apt,350.0,1350.0,3257.5
Sathon,1343,Entire home/apt,350.0,1350.0,3257.5
Khlong San,2078,Private room,350.0,1156.5,3300.0
Pra Wet,450,Shared room,447.0,525.0,862.375
Phaya Thai,1039,Private room,399.0,1285.5,3459.125
Bang Kho laen,1780,Entire home/apt,499.0,1039.0,3215.0
Vadhana,2357,Private room,350.0,1500.0,4015.0
Vadhana,2000,Private room,350.0,1500.0,4015.0
Phaya Thai,2300,Private room,399.0,1285.5,3459.125
Chatu Chak,1039,Entire home/apt,350.0,1039.0,2856.25
Phra Nakhon,400,Shared room,360.0,550.0,664.0
Suanluang,866,Entire home/apt,350.0,1000.0,2558.25
Bang Rak,1697,Private room,360.0,1500.0,4286.0
Phaya Thai,1500,Private room,399.0,1285.5,3459.125
Phaya Thai,900,Private room,399.0,1285.5,3459.125
Phaya Thai,800,Private room,399.0,1285.5,3459.125
Phra Khanong,800,Entire home/apt,337.0,999.0,2585.0
Pom Prap Sattru Phai,550,Shared room,400.0,514.0,685.0
Phra Nakhon,556,Shared room,360.0,550.0,664.0
Phra Nakhon,1004,Private room,392.0,1250.0,3198.0
Pra Wet,3500,Entire home/apt,407.0,1121.5,2586.0
Wang Thong Lang,2000,Private room,315.0,736.5,2992.0
Thon buri,855,Entire home/apt,348.0,1112.0,2203.0
Phra Khanong,1080,Entire home/apt,337.0,999.0,2585.0
Phra Khanong,1080,Entire home/apt,337.0,999.0,2585.0
Bang Na,1200,Private room,330.0,1037.0,2550.0
Bang Na,1500,Private room,330.0,1037.0,2550.0
Vadhana,3000,Entire home/apt,350.0,1800.0,4300.0
Phra Nakhon,1000,Private room,392.0,1250.0,3198.0
Dusit,600,Shared room,600.0,600.0,600.0
Sathon,900,Private room,353.0,1199.0,2602.5
Vadhana,1369,Entire home/apt,350.0,1800.0,4300.0
Suanluang,1200,Private room,354.0,950.0,2169.0
Vadhana,999,Entire home/apt,350.0,1800.0,4300.0
Bang Sue,790,Entire home/apt,386.0,840.0,1721.75
Yan na wa,2424,Entire home/apt,400.0,1500.0,3942.625
Suanluang,1981,Entire home/apt,350.0,1000.0,2558.25
Bang Kapi,810,Entire home/apt,346.0,860.0,2487.5
Huai Khwang,615,Private room,350.0,1108.0,3605.0
Parthum Wan,2340,Entire home/apt,510.0,2000.0,5325.75
Bang Na,2000,Private room,330.0,1037.0,2550.0
Bang Kapi,650,Private room,350.0,950.0,3175.0
Ratchathewi,1400,Entire home/apt,500.0,1608.0,4112.5
Khlong Toei,1197,Entire home/apt,332.0,1600.0,3447.5
Bang Sue,905,Private room,346.0,1000.0,2311.25
Phra Nakhon,1329,Private room,392.0,1250.0,3198.0
Yan na wa,7203,Entire home/apt,400.0,1500.0,3942.625
Rat Burana,700,Entire home/apt,525.0,1019.5,2773.125
Khlong San,3069,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,1886,Entire home/apt,332.0,1600.0,3447.5
Phasi Charoen,670,Entire home/apt,346.0,1000.0,2279.0
Vadhana,3463,Entire home/apt,350.0,1800.0,4300.0
Chatu Chak,1420,Private room,315.0,1100.0,2775.0
Phra Khanong,1080,Entire home/apt,337.0,999.0,2585.0
Phra Nakhon,2236,Private room,392.0,1250.0,3198.0
Chatu Chak,1600,Entire home/apt,350.0,1039.0,2856.25
Bang Rak,990,Private room,360.0,1500.0,4286.0
Sathon,1550,Private room,353.0,1199.0,2602.5
Bang Rak,1380,Private room,360.0,1500.0,4286.0
Chatu Chak,720,Entire home/apt,350.0,1039.0,2856.25
Dusit,1530,Private room,346.0,1300.0,2518.75
Bang Rak,400,Shared room,295.0,400.0,818.75
Phra Nakhon,1350,Private room,392.0,1250.0,3198.0
Bang Na,1500,Entire home/apt,350.0,950.0,2189.75
Phasi Charoen,1732,Entire home/apt,346.0,1000.0,2279.0
Khlong San,1385,Private room,350.0,1156.5,3300.0
Khlong Toei,5017,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,4286,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,1000,Private room,315.0,1100.0,2775.0
Vadhana,2628,Private room,350.0,1500.0,4015.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,600,Shared room,600.0,600.0,600.0
Dusit,1883,Private room,346.0,1300.0,2518.75
Dusit,1883,Private room,346.0,1300.0,2518.75
Phra Nakhon,1118,Private room,392.0,1250.0,3198.0
Dusit,1118,Private room,346.0,1300.0,2518.75
Dusit,1000,Private room,346.0,1300.0,2518.75
Dusit,1000,Private room,346.0,1300.0,2518.75
Huai Khwang,510,Entire home/apt,443.0,1300.0,3000.0
Dusit,1000,Private room,346.0,1300.0,2518.75
Dusit,1883,Private room,346.0,1300.0,2518.75
Dusit,1118,Private room,346.0,1300.0,2518.75
Dusit,1118,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Dusit,1118,Private room,346.0,1300.0,2518.75
Dusit,1883,Private room,346.0,1300.0,2518.75
Huai Khwang,1000,Private room,350.0,1108.0,3605.0
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Chatu Chak,1500,Entire home/apt,350.0,1039.0,2856.25
Dusit,1000,Private room,346.0,1300.0,2518.75
Chatu Chak,1657,Entire home/apt,350.0,1039.0,2856.25
Vadhana,2474,Entire home/apt,350.0,1800.0,4300.0
Dusit,1883,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Dusit,1000,Private room,346.0,1300.0,2518.75
Dusit,1000,Private room,346.0,1300.0,2518.75
Dusit,1883,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Dusit,589,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Dusit,1530,Private room,346.0,1300.0,2518.75
Vadhana,1390,Entire home/apt,350.0,1800.0,4300.0
Chatu Chak,693,Entire home/apt,350.0,1039.0,2856.25
Bang Rak,550,Shared room,295.0,400.0,818.75
Bang Kho laen,1300,Private room,566.0,1250.0,3885.5
Phra Khanong,771,Entire home/apt,337.0,999.0,2585.0
Rat Burana,2857,Entire home/apt,525.0,1019.5,2773.125
Phaya Thai,800,Private room,399.0,1285.5,3459.125
Vadhana,2643,Entire home/apt,350.0,1800.0,4300.0
Din Daeng,4000,Entire home/apt,363.0,1269.0,3201.0
Phra Nakhon,3489,Private room,392.0,1250.0,3198.0
Vadhana,900,Private room,350.0,1500.0,4015.0
Khlong San,2424,Private room,350.0,1156.5,3300.0
Phaya Thai,999,Private room,399.0,1285.5,3459.125
Sathon,2995,Entire home/apt,350.0,1350.0,3257.5
Vadhana,990,Private room,350.0,1500.0,4015.0
Chatu Chak,900,Entire home/apt,350.0,1039.0,2856.25
Chatu Chak,900,Entire home/apt,350.0,1039.0,2856.25
Bang Kho laen,888,Entire home/apt,499.0,1039.0,3215.0
Khlong San,1316,Entire home/apt,450.0,1305.0,2978.875
Khlong Toei,1899,Private room,360.0,1275.0,3650.0
Khlong San,1148,Entire home/apt,450.0,1305.0,2978.875
Vadhana,3000,Entire home/apt,350.0,1800.0,4300.0
Yan na wa,1300,Entire home/apt,400.0,1500.0,3942.625
Vadhana,1000,Private room,350.0,1500.0,4015.0
Vadhana,570,Private room,350.0,1500.0,4015.0
Suanluang,850,Private room,354.0,950.0,2169.0
Lak Si,850,Private room,350.0,800.0,1737.5
Phra Khanong,699,Private room,350.0,1000.0,2845.0
Phra Khanong,2429,Entire home/apt,337.0,999.0,2585.0
Phra Nakhon,1600,Private room,392.0,1250.0,3198.0
Rat Burana,588,Private room,350.0,775.0,2425.125
Vadhana,5000,Private room,350.0,1500.0,4015.0
Suanluang,1057,Entire home/apt,350.0,1000.0,2558.25
Phra Khanong,4200,Private room,350.0,1000.0,2845.0
Huai Khwang,990,Entire home/apt,443.0,1300.0,3000.0
Yan na wa,850,Private room,418.0,1090.0,2357.0
Huai Khwang,900,Entire home/apt,443.0,1300.0,3000.0
Bang Kapi,1500,Entire home/apt,346.0,860.0,2487.5
Chatu Chak,1000,Entire home/apt,350.0,1039.0,2856.25
Bang Na,1514,Entire home/apt,350.0,950.0,2189.75
Chatu Chak,850,Private room,315.0,1100.0,2775.0
Chatu Chak,1200,Entire home/apt,350.0,1039.0,2856.25
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,5000,Entire home/apt,332.0,1600.0,3447.5
Khlong Toei,1200,Entire home/apt,332.0,1600.0,3447.5
Pra Wet,2944,Private room,334.0,899.5,2756.25
Phra Khanong,414,Entire home/apt,337.0,999.0,2585.0
Ratchathewi,3800,Private room,420.0,1378.0,3204.625
